itemId,category,name,rating,originalRating,reviewTitle,reviewContent,likeCount,upVotes,downVotes,helpful,relevanceScore,boughtDate,clientType,retrievedDate
100590773.0,beli-harddisk-eksternal,Ricky P.,5.0,,Review Setelah HDD diterima,"Maaf baru sempat review.  Secara umum cukup puas dengan layanan penjual. Packing bagus, rapih dan aman. Fisik barang sesuai gambar dan ulasan yang ada di website, hanya saya mis-informasi aja karena ternyata HD External WD ini gak dapat sarungnya.  Overall, saya rekomendasi sellernya. Thanks dan tingkatkan selalu pelayanannya, Sukses!!",0.0,0.0,0.0,True,28.22,1-Nov-17,desktop,10/2/2019
100623324.0,beli-harddisk-eksternal,Hanifah -.,5.0,,Bagus,"Flashdisk nya lucu,, sesuai dengan gambar pokoknya suka",0.0,0.0,0.0,True,21.27,4-Jan-18,mobile,10/2/2019
100623324.0,beli-harddisk-eksternal,Willem,2.0,,USB Naruto 2.0 8GB Flash Drive Flash Disk Memory - Orange,Cukup memuaskan,0.0,0.0,0.0,True,20.51,06 Des 2017,desktop,10/2/2019
100623324.0,beli-harddisk-eksternal,Ahmad A.,4.0,,Empat Bintang,Sip,0.0,0.0,0.0,True,12.0,22-Mar-17,mobile-app,10/2/2019
100627725.0,beli-harddisk-eksternal,Eka F.,4.0,,puas,barang diantar dengan cepat dan sesuai dengan penjelasan yang ada. penjual merespondengan cepat.,0.0,0.0,0.0,True,20.76,8-Nov-17,desktop,10/2/2019
100630566.0,beli-harddisk-eksternal,Lazada Customer,4.0,,KW tp ok,Wkt baca2 di keterangannya ini bkn ori alias kw tp coba krn review yg lain jg ok. Tp memang ok bgt bs dipakai dgn baik. Bole yg mau beli..,0.0,0.0,0.0,True,29.01,30-Apr-18,iosApp,10/2/2019
100671263.0,beli-harddisk-eksternal,Lazada Customer,5.0,,"barang datang sesuai pesanan, packing cukup bagus rapih dan kuat, puas banget","barang sesuai pesanan, pengiriman tepat waktu, paking rapih, puas banget",0.0,0.0,0.0,True,22.47,9-Jul-18,androidApp,10/2/2019
100696720.0,beli-harddisk-eksternal,Alethia H.,3.0,,Excellent,Item arrived in perfect condition and still working well until today. Fast delivery and great customer service/communication.  Thanks,0.0,0.0,0.0,True,27.73,15-Jul-17,iosApp,10/2/2019
100938513.0,beli-harddisk-eksternal,Achmad T.,5.0,,"Pengiriman sesuai estimasi,ok","Product ok, sesuai dengan foto,pengiriman lebih cepat dari estimasi,ok",0.0,0.0,0.0,True,21.51,16 Mei 2018,desktop,10/2/2019
100938513.0,beli-harddisk-eksternal,rizky A.,4.0,,good,good,0.0,0.0,0.0,True,14.99,28-Jun-18,androidApp,10/2/2019
100990051.0,beli-harddisk-eksternal,Andi U.,1.0,,Tidak sesuai,tidak sesuai gambar,1.0,1.0,0.0,True,23.01,03 Des 2017,androidApp,10/2/2019
101159363.0,beli-harddisk-eksternal,Rima A.,5.0,,Murah dan bagus,"Barang sampai dengan baik, packingnya bagus. Isi kotaknya lengkap, ada : casing hdd, kabel male-to-male, obeng kecil, baut, sama wadah luar. Alhamdulillaah bisa digunakan dengan baik, semoga awet. Terima kasih :)",0.0,0.0,0.0,True,29.99,19-Jul-18,desktop,10/2/2019
101159363.0,beli-harddisk-eksternal,Ari S.,5.0,,Barang Bagus,"Pengiriman cepat, Packing rapi dan aman.  Barang sesuai deskripsi. Mulai dati pemasangan sampai pemakaian tak ada kendala, bekerja dengan normal.",0.0,0.0,0.0,True,27.0,15-Mar-17,mobile-app,10/2/2019
101159363.0,beli-harddisk-eksternal,Arysto A.,5.0,,Good,Packing rapih Semoga awet Thanks lazada,1.0,1.0,0.0,True,22.0,30-Jan-17,mobile-app,10/2/2019
101159363.0,beli-harddisk-eksternal,Willyam C.,5.0,,Mantap,packingnya rapi barangnya bagus dan murah tq,0.0,0.0,0.0,True,19.5,3-Mar-17,desktop,10/2/2019
101159363.0,beli-harddisk-eksternal,reza a.,3.0,,Lumayan,Lumayan lah untuk harga segini. Sayang ngebaca hdd 700gb lemot euy,0.0,0.0,0.0,True,19.5,1-Mar-17,mobile-app,10/2/2019
101159363.0,beli-harddisk-eksternal,Monkz-666,3.0,,bagus,lumayan,0.0,0.0,0.0,True,13.01,28-Feb-17,androidApp,10/2/2019
101187978.0,beli-harddisk-eksternal,Fandevis,5.0,,fast delivery,good,0.0,0.0,0.0,True,13.79,19 Des 2017,desktop,10/2/2019
101207851.0,beli-harddisk-eksternal,Rayqa,4.0,,diterima,sesuai tapi powerbanknya ringan sekali (sesuai harga sih...),0.0,0.0,1.0,True,20.42,28 Agu 2017,desktop,10/2/2019
101389649.0,beli-harddisk-eksternal,panji f.,5.0,,Berfungsi dengan baik,"Barang di pesan tanggal13 juli  Tgl14 barang sudah di kirim  Tanggal 26 barang sampai Memang sedikit lama,tapi saya maklum kok karena barang nya dari luar negri Packing rapi Barang berfungsi dengan baik",0.0,0.0,0.0,True,27.73,18-Jul-17,mobile-app,10/2/2019
101390442.0,beli-harddisk-eksternal,ferry s.,1.0,,Lamban.,"Udah hampir 2 minggu barang belum jg nyampe.order tgl 27 april 2017,status pesanan masi aja dlm proses.gmana ni lazada?",0.0,0.0,0.0,True,27.44,27-Apr-17,mobile-app,10/2/2019
101390442.0,beli-harddisk-eksternal,khaerun s.,5.0,,Mantap!!!,"Barangnya udah sampai, thanks lazada",0.0,0.0,0.0,True,19.5,17-Feb-17,mobile-app,10/2/2019
101431744.0,beli-harddisk-eksternal,Adam R.,5.0,,Barang Bagus.,"Barang datang cepat, mulus.. semoga tidak ada masalah kedepannya",0.0,0.0,0.0,True,19.5,18-Feb-17,mobile-app,10/2/2019
101457364.0,beli-harddisk-eksternal,Meriyah,3.0,,Kualitas standard,"Hanya bisa menyimpan sedikit file, padahal kapasitas 16 GB. Sebagian besar file lainnya tidak bisa terbaca padahal sudah saya coba beberapa kali.",0.0,0.0,0.0,True,28.01,8-Jul-17,mobile,10/2/2019
101457364.0,beli-harddisk-eksternal,ibnu l.,1.0,,Kecewa,Tidak bisa menyimpan data,0.0,0.0,0.0,True,20.5,24-Sep-17,androidApp,10/2/2019
101457364.0,beli-harddisk-eksternal,Edo R.,5.0,,Barang sudah sampai,Ga kecewa deh barang keren kemasan rapih makasih bos,0.0,0.0,0.0,True,19.5,10-Feb-17,androidApp,10/2/2019
101479371.0,beli-harddisk-eksternal,Trio T.,5.0,,Oke,"Brg ok, sampai cepat",0.0,0.0,0.0,True,19.5,21-Feb-17,mobile-app,10/2/2019
